Time series,Ground Truth,Max Eigen Ratio,Variance of Eigen Ratio,Normalized Area Under Eigen Ratio,Min Eigen Threshold Value
beta_1.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6659996876325617,12.736785653276566,17
beta_1.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,17
beta_1.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,17
beta_1.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,17
beta_1.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,17
beta_1.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,18
beta_1.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6659996876325617,12.736785653276566,18
beta_1.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,18
beta_1.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,18
beta_1.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,18
beta_1.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,18
beta_1.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,19
beta_1.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6659996876325617,12.736785653276566,19
beta_1.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,19
beta_1.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,19
beta_1.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,19
beta_1.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,19
