Time Series,Ground Truth,Max Eigen Ratio,Variance of Eigen Ratio,Normalized Area Under Eigen Ratio,Min Eigen Threshold Value
x00.685000,NON-STOCHASTIC,22.16105591970619,13.753016332154202,23.03476043671737,6
x00.160000,NON-STOCHASTIC,26.342928361966518,13.566923231583234,21.13576974202384,6
beta_0.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6433931726597127,12.703224481219888,6
beta_0.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,6
beta_1.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,6
x00.610000,NON-STOCHASTIC,16.79097296696215,17.257637481795136,17.278722917062577,6
beta_1.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6433931726597127,12.703224481219888,6
beta_1.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,6
beta_1.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,6
x00.460000,NON-STOCHASTIC,31.153435895521234,20.09541101719851,23.296699827521724,6
x00.535000,NON-STOCHASTIC,85.87975365618689,80.67388730343252,25.041845857797103,6
beta_1.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,6
x00.385000,NON-STOCHASTIC,36.06727599778229,29.147435362938822,18.580834080888803,6
beta_1.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,6
x00.235000,NON-STOCHASTIC,62.262556498701855,36.491523025273686,23.813917963465222,6
x00.835000,NON-STOCHASTIC,29.5118548803338,22.590556357398317,17.475390235295148,6
x00.010000,NON-STOCHASTIC,27.409228003891588,20.930004965514375,21.736176052969636,6
x00.085000,NON-STOCHASTIC,31.83632213230841,19.797195510616895,23.2755652887504,7
x00.760000,NON-STOCHASTIC,35.00949703791019,18.962542121041277,26.131027697893934,7
beta_0.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,7
beta_0.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,7
x00.910000,NON-STOCHASTIC,39.59123968452483,20.77116571436026,23.505115979741454,7
x00.310000,NON-STOCHASTIC,44.18434966494177,32.13069101856646,21.73896438646864,7
beta_0.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,7
beta_0.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,7
x00.685000,NON-STOCHASTIC,22.836998220408077,16.2846958297177,25.545276005264178,7
x00.160000,NON-STOCHASTIC,26.342928361966518,13.381214545881212,22.090143284313157,7
beta_0.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6433931726597127,12.703224481219888,7
beta_0.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,7
beta_1.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,7
x00.610000,NON-STOCHASTIC,16.79097296696215,15.42383150230885,19.402400941528636,7
beta_1.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6433931726597127,12.703224481219888,7
beta_1.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,7
beta_1.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,7
x00.460000,NON-STOCHASTIC,31.153435895521234,20.035421609464837,24.23235102746179,7
x00.535000,NON-STOCHASTIC,85.87975365618689,79.8072641412219,27.214781213623137,7
beta_1.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,7
x00.385000,NON-STOCHASTIC,36.06727599778229,24.940704722629086,19.768288824187252,7
beta_1.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,7
x00.235000,NON-STOCHASTIC,62.262556498701855,37.91825984664598,27.478391229098513,7
x00.835000,NON-STOCHASTIC,34.56889056890139,30.94093663015649,19.37677307373305,7
x00.010000,NON-STOCHASTIC,30.370625118066524,23.343699096151692,24.357412046339515,7
x00.085000,NON-STOCHASTIC,31.83632213230841,18.08912604427437,23.91239569703749,8
x00.760000,NON-STOCHASTIC,35.00949703791019,20.196297734850816,27.642977203756512,8
beta_0.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,8
beta_0.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,8
x00.910000,NON-STOCHASTIC,39.59123968452483,19.591675434394006,26.926854139960156,8
x00.310000,NON-STOCHASTIC,44.18434966494177,30.004365190401405,23.20630600369767,8
beta_0.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,8
beta_0.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,8
x00.685000,NON-STOCHASTIC,22.836998220408077,15.696988710207954,27.634863736345032,8
x00.160000,NON-STOCHASTIC,30.203663347092125,16.882777267691708,24.473947072961153,8
beta_0.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6659996876325617,12.736785653276566,8
beta_0.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,8
beta_1.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,8
x00.610000,NON-STOCHASTIC,26.031478327397057,19.30854396388184,21.79480303281291,8
beta_1.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6659996876325617,12.736785653276566,8
beta_1.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,8
beta_1.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,8
x00.460000,NON-STOCHASTIC,31.153435895521234,22.711381292782903,25.384788260566246,8
x00.535000,NON-STOCHASTIC,85.87975365618689,70.51313107149177,28.63295446099481,8
beta_1.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,8
x00.385000,NON-STOCHASTIC,36.06727599778229,21.094355209104023,26.62232602461974,8
beta_1.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,8
x00.235000,NON-STOCHASTIC,62.262556498701855,39.014836845333335,29.460643873450294,8
x00.835000,NON-STOCHASTIC,34.56889056890139,29.812901132040725,23.987771597834914,8
x00.010000,NON-STOCHASTIC,30.370625118066524,23.245497981923346,25.963956456394758,8
x00.085000,NON-STOCHASTIC,31.83632213230841,17.991561436640936,25.810999436362344,9
x00.760000,NON-STOCHASTIC,40.21362966976823,25.7898135086468,30.20490567222079,9
beta_0.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,9
beta_0.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,9
x00.910000,NON-STOCHASTIC,39.59123968452483,23.85669913890389,28.64117802560689,9
x00.310000,NON-STOCHASTIC,47.02649732935667,34.10491452986835,29.2659937892052,9
beta_0.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,9
beta_0.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,9
x00.685000,NON-STOCHASTIC,37.702019280031955,19.591139779123658,29.088831580580308,9
x00.160000,NON-STOCHASTIC,47.63888643398345,22.1305500967008,29.31712038647995,9
beta_0.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6659996876325617,12.736785653276566,9
beta_0.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,9
beta_1.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,9
x00.610000,NON-STOCHASTIC,28.888163444409656,23.836077537069123,26.098648825361774,9
beta_1.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6659996876325617,12.736785653276566,9
beta_1.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,9
beta_1.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,9
x00.460000,NON-STOCHASTIC,31.153435895521234,23.18733969403184,26.299041948654878,9
x00.535000,NON-STOCHASTIC,85.87975365618689,67.0699634467785,29.154190260320437,9
beta_1.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,9
x00.385000,NON-STOCHASTIC,36.06727599778229,19.94226764043642,28.262195727842858,9
beta_1.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,9
x00.235000,NON-STOCHASTIC,62.262556498701855,37.508292099300334,29.85219567207104,9
x00.835000,NON-STOCHASTIC,34.56889056890139,29.22870788362141,24.52470440616894,9
x00.010000,NON-STOCHASTIC,30.370625118066524,23.817517863187767,27.794982769282036,9
x00.085000,NON-STOCHASTIC,31.83632213230841,18.000365296390832,27.854159662206797,10
x00.760000,NON-STOCHASTIC,40.21362966976823,24.69988277765838,31.715544094231042,10
beta_0.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,10
beta_0.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,10
x00.910000,NON-STOCHASTIC,39.59123968452483,23.602784682076457,30.12069209741728,10
x00.310000,NON-STOCHASTIC,47.02649732935667,33.79856490182112,29.624230040151254,10
beta_0.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,10
beta_0.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,10
x00.685000,NON-STOCHASTIC,37.702019280031955,20.25636338060607,29.193820346069984,10
x00.160000,NON-STOCHASTIC,47.63888643398345,22.493870300795137,30.32010437664484,10
beta_0.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6659996876325617,12.736785653276566,10
beta_0.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,10
beta_1.000000_random_state_0,STOCHASTIC,6.8094093653950765,0.7413063702836553,13.442351071201818,10
x00.610000,NON-STOCHASTIC,28.888163444409656,23.523714146596678,30.003531786036586,10
beta_1.000000_random_state_1,STOCHASTIC,7.0295110664669345,0.6659996876325617,12.736785653276566,10
beta_1.000000_random_state_3,STOCHASTIC,6.963122569689844,0.6477339455750387,13.18377094322847,10
beta_1.000000_random_state_2,STOCHASTIC,13.378100941350997,0.9082038255445285,13.225815436728995,10
x00.460000,NON-STOCHASTIC,31.153435895521234,26.624946145784477,27.875432259766644,10
x00.535000,NON-STOCHASTIC,85.87975365618689,61.84558605258074,30.58397161297387,10
beta_1.000000_random_state_5,STOCHASTIC,6.293197090722552,0.7289521851194578,13.248477094031392,10
x00.385000,NON-STOCHASTIC,36.06727599778229,20.151477742727813,29.73387573667813,10
beta_1.000000_random_state_4,STOCHASTIC,7.26225835343646,0.7138815971897098,13.00037264381534,10
x00.235000,NON-STOCHASTIC,62.262556498701855,38.45970840021114,30.639726169035576,10
x00.835000,NON-STOCHASTIC,34.56889056890139,27.727440721640235,28.318663991870295,10
x00.010000,NON-STOCHASTIC,30.370625118066524,23.989983598682393,29.58062278477644,10
